experiment_id,exp_title,gene_mutation,gene_deletion,protein_depletion,stress_condition,time_series,chip_input,antibody_control,chip_target,mutation,deletion,depletion,stress,time_point,project_id,model_summary,model_annotation,warning,sample,perturbation,control
SRX869424,"Rph1- Old (S3O, Exp 2) H3K36me3",True,True,False,False,True,False,False,H3K36me3,Rph1-,ΔRph1,,,Old_S3O_Exp2,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,True,H3K36me3-Rph1--gene_mutation-Old_S3O_Exp2,gene_mutation,None
SRX869423,"Rph1- Old (S2O, Exp 2) H3K36me3",True,True,False,False,False,False,False,H3K36me3,Rph1-,ΔRph1,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,True,H3K36me3-Rph1--gene_mutation,gene_mutation,Input-Rph1--gene_mutation
SRX869422,"Rph1- Young (S2Y, Exp 2) H3K36me3",True,True,False,False,False,False,False,H3K36me3,Rph1-,ΔRph1,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,True,H3K36me3-Rph1--gene_mutation,gene_mutation,Input-Rph1--gene_mutation
SRX869418,"WT Old (S3O, Exp 2) H3",False,False,False,False,False,False,False,H3,,,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,False,H3-WT,none,Input-WT
SRX869417,"WT Old (S2O, Exp 2) H3",False,False,False,False,False,False,False,H3,,,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,False,H3-WT,none,Input-WT
SRX869416,"WT Young (S2Y, Exp 2) H3",False,False,False,False,False,False,False,H3,,,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,False,H3-WT,none,Input-WT
SRX869415,"WT Old (S3O, Exp 2) H3K36me3",False,False,False,False,False,False,False,H3K36me3,,,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me3-WT,none,Input-WT
SRX869414,"WT Old (S2O, Exp 2) H3K36me3",False,False,False,False,False,False,False,H3K36me3,,,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me3-WT,none,Input-WT
SRX869413,"WT Young (S2Y, Exp 2) H3K36me3",False,False,False,False,False,False,False,H3K36me3,,,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me3-WT,none,Input-WT
SRX869409,"Rph1- Old (S3O, Exp 1) H3",True,True,False,False,False,False,False,H3,Rph1-,ΔRph1,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,True,H3-Rph1--gene_mutation,gene_mutation,Input-Rph1--gene_mutation
SRX869408,"Rph1- Old (S2O, Exp 1) H3",True,True,False,False,False,False,False,H3,Rph1-,ΔRph1,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,True,H3-Rph1--gene_mutation,gene_mutation,Input-Rph1--gene_mutation
SRX869407,"Rph1- Young (S2Y, Exp 1) H3",True,True,False,False,False,False,False,H3,Rph1-,ΔRph1,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,True,H3-Rph1--gene_mutation,gene_mutation,Input-Rph1--gene_mutation
SRX869406,"Rph1- Old (S3O, Exp 1) H3K36me3",True,True,False,False,False,False,False,H3K36me3,Rph1-,ΔRph1,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,True,H3K36me3-Rph1--gene_mutation,gene_mutation,Input-Rph1--gene_mutation
SRX869405,"Rph1- Old (S2O, Exp 1) H3K36me3",True,True,False,False,False,False,False,H3K36me3,Rph1-,ΔRph1,,,Old,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,True,H3K36me3-Rph1--gene_mutation,gene_mutation,Input-Rph1--gene_mutation
SRX869404,"Rph1- Young (S2Y, Exp 1) H3K36me3",True,True,False,False,False,False,False,H3K36me3,Rph1-,ΔRph1,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,True,H3K36me3-Rph1--gene_mutation,gene_mutation,Input-Rph1--gene_mutation
SRX869400,"WT Old (S3O, Exp 1) H3",False,False,False,False,False,False,False,H3,,,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,False,H3-WT,none,Input-WT
SRX869399,"WT Old (S2O, Exp 1) H3",False,False,False,False,False,False,False,H3,,,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,False,H3-WT,none,Input-WT
SRX869398,"WT Young (S2Y, Exp 1) H3",False,False,False,False,False,False,False,H3,,,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,False,H3-WT,none,Input-WT
SRX869397,"WT Old (S3O, Exp 1) H3K36me3",False,False,False,False,False,False,False,H3K36me3,,,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me3-WT,none,Input-WT
SRX869396,"WT Old (S2O, Exp 1) H3K36me3",False,False,False,False,False,False,False,H3K36me3,,,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me3-WT,none,Input-WT
SRX869395,"WT Young (S2Y, Exp 1) H3K36me3",False,False,False,False,False,False,False,H3K36me3,,,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me3-WT,none,Input-WT
SRX869430,"Rph1- Old (S3O, Exp 2) Input",True,True,False,False,False,True,True,,Rph1-,ΔRph1,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,True,Input-Rph1--gene_mutation,gene_mutation,
SRX869429,"Rph1- Old (S2O, Exp 2) Input",True,True,False,False,False,True,True,,Rph1-,ΔRph1,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,True,Input-Rph1--gene_mutation,gene_mutation,
SRX869428,"Rph1- Young (S2Y, Exp 2) Input",True,True,False,False,False,True,True,,Rph1-,ΔRph1,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,True,Input-Rph1--gene_mutation,gene_mutation,
SRX869421,"WT Old (S3O, Exp 2) Input",False,False,False,False,False,True,True,,,,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-WT,none,
SRX869420,"WT Old (S2O, Exp 2) Input",False,False,False,False,False,True,True,,,,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-WT,none,
SRX869419,"WT Young (S2Y, Exp 2) Input",False,False,False,False,False,True,True,,,,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-WT,none,
SRX869412,"Rph1- Old (S3O, Exp 1) Input",True,True,False,False,False,True,True,,Rph1-,ΔRph1,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,True,Input-Rph1--gene_mutation,gene_mutation,
SRX869411,"Rph1- Old (S2O, Exp 1) Input",True,True,False,False,False,True,True,,Rph1-,ΔRph1,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,True,Input-Rph1--gene_mutation,gene_mutation,
SRX869410,"Rph1- Young (S2Y, Exp 1) Input",True,True,False,False,False,True,True,,Rph1-,ΔRph1,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,True,Input-Rph1--gene_mutation,gene_mutation,
SRX869403,"WT Old (S3O, Exp 1) Input",False,False,False,False,False,True,True,,,,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-WT,none,
SRX869402,"WT Old (S2O, Exp 1) Input",False,False,False,False,False,True,True,,,,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-WT,none,
SRX869401,"WT Young (S2Y, Exp 1) Input",False,False,False,False,False,True,True,,,,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-WT,none,
SRX957133,H3K36me3,False,False,False,False,False,False,False,H3K36me3,,,,,,PRJNA278334,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me3-WT,none,Input-WT
SRX957132,H3K4me3,False,False,False,False,False,False,False,H3K4me3,,,,,stationary growth phase,PRJNA278334,gpt-4o-mini,gpt-4o-2024-08-06,True,H3K4me3-WT,none,Input-WT
SRX957131,H3K4me1,False,False,False,False,False,False,False,H3K4me1,,,,,,PRJNA278334,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me1-WT,none,Input-WT
SRX957135,INPUT_2,False,False,False,False,False,True,False,,,,,,,PRJNA278334,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-WT,none,
SRX957134,INPUT_1,False,False,False,False,False,True,False,,,,,,,PRJNA278334,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-WT,none,
SRX1738634,Set1G990E H3K4me3 repeat2,True,False,False,False,False,False,False,H3K4me3,Set1-G990E,,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me3-Set1-G990E-gene_mutation,gene_mutation,Input-Set1-G990E-gene_mutation
SRX1738633,jhd2Δ H3K4me3 repeat2,False,True,False,False,False,False,False,H3K4me3,,Δjhd2,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me3-Δjhd2-gene_deletion,gene_deletion,Input-Δjhd2-gene_deletion
SRX1738632,wild type H3K4me3 repeat2,False,False,False,False,False,False,False,H3K4me3,,,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me3-WT,none,Input-WT
SRX1738631,Set1G990E H3K4me2 repeat2,True,False,False,False,False,False,False,H3K4me2,Set1-G990E,,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me2-Set1-G990E-gene_mutation,gene_mutation,Input-Set1-G990E-gene_mutation
SRX1738630,jhd2Δ H3K4me2 repeat2,False,True,False,False,False,False,False,H3K4me2,,Δjhd2,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me2-Δjhd2-gene_deletion,gene_deletion,Input-Δjhd2-gene_deletion
SRX1738629,wild type H3K4me2 repeat2,False,False,False,False,False,False,False,H3K4me2,,,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me2-WT,none,Input-WT
SRX1738628,Set1G990E H3K4me1 repeat2,True,False,False,False,False,False,False,H3K4me1,Set1-G990E,,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me1-Set1-G990E-gene_mutation,gene_mutation,Input-Set1-G990E-gene_mutation
SRX1738627,jhd2Δ H3K4me1 repeat2,False,True,False,False,False,False,False,H3K4me1,,Δjhd2,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me1-Δjhd2-gene_deletion,gene_deletion,Input-Δjhd2-gene_deletion
SRX1738626,wild type H3K4me1 repeat2,False,False,False,False,False,False,False,H3K4me1,,,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me1-WT,none,Input-WT
SRX1738622,Set1G990E H3K4me3 repeat1,True,False,False,False,False,False,False,H3K4me3,Set1-G990E,,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me3-Set1-G990E-gene_mutation,gene_mutation,Input-Set1-G990E-gene_mutation
SRX1738621,jhd2Δ H3K4me3 repeat1,False,True,False,False,False,False,False,H3K4me3,,Δjhd2,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me3-Δjhd2-gene_deletion,gene_deletion,Input-Δjhd2-gene_deletion
SRX1738620,wild type H3K4me3 repeat1,False,False,False,False,False,False,False,H3K4me3,,,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me3-WT,none,Input-WT
SRX1738619,Set1G990E H3K4me2 repeat1,True,False,False,False,False,False,False,H3K4me2,Set1-G990E,,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me2-Set1-G990E-gene_mutation,gene_mutation,Input-Set1-G990E-gene_mutation
SRX1738618,jhd2Δ H3K4me2 repeat1,False,True,False,False,False,False,False,H3K4me2,,Δjhd2,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me2-Δjhd2-gene_deletion,gene_deletion,Input-Δjhd2-gene_deletion
SRX1738617,wild type H3K4me2 repeat1,False,False,False,False,False,False,False,H3K4me2,,,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me2-WT,none,Input-WT
SRX1738616,Set1G990E H3K4me1 repeat1,True,False,False,False,False,False,False,H3K4me1,Set1-G990E,,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me1-Set1-G990E-gene_mutation,gene_mutation,Input-Set1-G990E-gene_mutation
SRX1738615,jhd2Δ H3K4me1 repeat1,False,True,False,False,False,False,False,H3K4me1,,Δjhd2,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me1-Δjhd2-gene_deletion,gene_deletion,Input-Δjhd2-gene_deletion
SRX1738614,wild type H3K4me1 repeat1,False,False,False,False,False,False,False,H3K4me1,,,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me1-WT,none,Input-WT
SRX1738637,Set1G990E input repeat2,True,False,False,False,False,True,False,,Set1-G990E,,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-Set1-G990E-gene_mutation,gene_mutation,
SRX1738636,jhd2Δ input repeat2,False,True,False,False,False,True,False,,,Δjhd2,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-Δjhd2-gene_deletion,gene_deletion,
SRX1738635,wild type input repeat2,False,False,False,False,False,True,False,,,,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-WT,none,
SRX1738625,Set1G990E input repeat1,True,False,False,False,False,True,False,,Set1-G990E,,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-Set1-G990E-gene_mutation,gene_mutation,
SRX1738624,jhd2Δ input repeat1,False,True,False,False,False,True,False,,,Δjhd2,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-Δjhd2-gene_deletion,gene_deletion,
SRX1738623,wild type input repeat1,False,False,False,False,False,True,False,,,,,,,PRJNA320298,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-WT,none,
SRX3944369,H3K56ac_ChIP-seq_spt6-1004_rep2,True,True,False,False,False,False,False,H3K56ac,spt6-1004,"Δhis3,Δleu2,Δura3",,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,H3K56ac-spt6-1004-gene_mutation,gene_mutation,Input-spt6-1004-gene_mutation
SRX3944368,H3K56ac_ChIP-seq_spt6-1004_rep1,True,True,False,False,False,False,False,H3K56ac,spt6-1004,"Δhis3,Δleu2,Δlys2,Δura3",,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,H3K56ac-spt6-1004-gene_mutation,gene_mutation,Input-spt6-1004-gene_mutation
SRX3944367,H3K56ac_ChIP-seq_spt16-197_rep2,True,True,False,False,False,False,False,H3K56ac,spt16-197,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,H3K56ac-spt16-197-gene_mutation,gene_mutation,Input-spt16-197-gene_mutation
SRX3944366,H3K56ac_ChIP-seq_spt16-197_rep1,True,True,False,False,False,False,False,H3K56ac,spt16-197,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,H3K56ac-spt16-197-gene_mutation,gene_mutation,Input-spt16-197-gene_mutation
SRX3944365,H3K56ac_ChIP-seq_WT_rep2,False,True,False,False,False,False,False,H3K56ac,,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K56ac-Δleu2-gene_deletion,gene_deletion,Input-spt16-197-gene_mutation
SRX3944364,H3K56ac_ChIP-seq_WT_rep1,False,True,False,False,False,False,False,H3K56ac,,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K56ac-Δleu2-gene_deletion,gene_deletion,Input-spt16-197-gene_mutation
SRX3944363,H3_ChIP-seq_spt6-1004_rep2,True,True,False,False,False,False,False,H3,spt6-1004,"Δhis3,Δleu2,Δura3,Δlys2",,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,H3-spt6-1004-gene_mutation,gene_mutation,Input-spt6-1004-gene_mutation
SRX3944362,H3_ChIP-seq_spt6-1004_rep1,True,True,False,False,False,False,False,H3,spt6-1004,"Δhis3,Δleu2,Δlys2,Δura3",,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,H3-spt6-1004-gene_mutation,gene_mutation,Input-spt6-1004-gene_mutation
SRX3944361,H3_ChIP-seq_spt16-197_rep2,True,True,False,False,False,False,False,H3,spt16-197,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,H3-spt16-197-gene_mutation,gene_mutation,Input-spt16-197-gene_mutation
SRX3944360,H3_ChIP-seq_spt16-197_rep1,True,True,False,False,False,False,False,H3,spt16-197,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,H3-spt16-197-gene_mutation,gene_mutation,Input-spt16-197-gene_mutation
SRX3944359,H3_ChIP-seq_WT_rep2,False,True,False,False,False,False,False,H3,,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,False,H3-Δleu2-gene_deletion,gene_deletion,Input-spt16-197-gene_mutation
SRX3944358,H3_ChIP-seq_WT_rep1,False,True,False,False,False,False,False,H3,,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,False,H3-Δleu2-gene_deletion,gene_deletion,Input-spt16-197-gene_mutation
SRX3944357,H4_ChIP-seq_spt6-1004_rep2,True,True,False,False,False,False,False,H4,spt6-1004,"Δhis3,Δleu2,Δlys2,Δura3",,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,H4-spt6-1004-gene_mutation,gene_mutation,Input-spt6-1004-gene_mutation
SRX3944356,H4_ChIP-seq_spt6-1004_rep1,True,True,False,False,False,False,False,H4,spt6-1004,"Δhis3,Δleu2,Δura3",,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,H4-spt6-1004-gene_mutation,gene_mutation,Input-spt6-1004-gene_mutation
SRX3944355,H4_ChIP-seq_spt16-197_rep2,True,True,False,False,False,False,False,H4,spt16-197,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,H4-spt16-197-gene_mutation,gene_mutation,Input-spt16-197-gene_mutation
SRX3944354,H4_ChIP-seq_spt16-197_rep1,True,True,False,False,False,False,False,H4,spt16-197,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,H4-spt16-197-gene_mutation,gene_mutation,Input-spt16-197-gene_mutation
SRX3944353,H4_ChIP-seq_WT_rep2,False,True,False,False,False,False,False,H4,,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,False,H4-Δleu2-gene_deletion,gene_deletion,Input-spt16-197-gene_mutation
SRX3944352,H4_ChIP-seq_WT_rep1,False,True,False,False,False,False,False,H4,,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,False,H4-Δleu2-gene_deletion,gene_deletion,Input-spt16-197-gene_mutation
SRX3944351,H3K4me3_ChIP-seq_spt6-1004_rep2,True,True,False,False,False,False,False,H3K4me3,spt6-1004,"Δhis3,Δleu2,Δura3",,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,H3K4me3-spt6-1004-gene_mutation,gene_mutation,Input-spt6-1004-gene_mutation
SRX3944350,H3K4me3_ChIP-seq_spt6-1004_rep1,True,True,False,False,False,False,False,H3K4me3,spt6-1004,"Δhis3,Δleu2,Δlys2,Δura3",,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,H3K4me3-spt6-1004-gene_mutation,gene_mutation,Input-spt6-1004-gene_mutation
SRX3944349,H3K4me3_ChIP-seq_spt16-197_rep2,True,True,False,False,False,False,False,H3K4me3,spt16-197,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,H3K4me3-spt16-197-gene_mutation,gene_mutation,Input-spt16-197-gene_mutation
SRX3944348,H3K4me3_ChIP-seq_spt16-197_rep1,True,True,False,False,False,False,False,H3K4me3,spt16-197,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,H3K4me3-spt16-197-gene_mutation,gene_mutation,Input-spt16-197-gene_mutation
SRX3944347,H3K4me3_ChIP-seq_WT_rep2,False,True,False,False,False,False,False,H3K4me3,,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me3-Δleu2-gene_deletion,gene_deletion,Input-spt16-197-gene_mutation
SRX3944346,H3K4me3_ChIP-seq_WT_rep1,False,True,False,False,False,False,False,H3K4me3,,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me3-Δleu2-gene_deletion,gene_deletion,Input-spt16-197-gene_mutation
SRX3944381,H3K56ac/H3_Input_spt6-1004_rep2,True,True,False,False,False,True,True,,spt6-1004,"Δhis3,Δleu2,Δlys2,Δura3",,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,Input-spt6-1004-gene_mutation,gene_mutation,
SRX3944380,H3K56ac/H3_Input_spt6-1004_rep1,True,True,False,False,False,True,True,H3K56ac,spt6-1004,"Δhis3,Δleu2,Δlys2,Δura3",,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,Input-spt6-1004-gene_mutation,gene_mutation,
SRX3944379,H3K56ac/H3_Input_spt16-197_rep2,True,True,False,False,False,True,True,,spt16-197,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,Input-spt16-197-gene_mutation,gene_mutation,
SRX3944378,H3K56ac/H3_Input_spt16-197_rep1,True,True,False,False,False,True,True,,spt16-197,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,Input-spt16-197-gene_mutation,gene_mutation,
SRX3944377,H3K56ac/H3_Input_WT_rep2,False,True,False,False,False,True,True,,,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-Δleu2-gene_deletion,gene_deletion,
SRX3944376,H3K56ac/H3_Input_WT_rep1,False,True,False,False,False,True,True,,,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-Δleu2-gene_deletion,gene_deletion,
SRX3944375,H3K4me3/H4_Input_spt6-1004_rep2,True,True,False,False,False,True,True,,spt6-1004,"Δhis3,Δleu2,Δlys2,Δura3",,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,Input-spt6-1004-gene_mutation,gene_mutation,
SRX3944374,H3K4me3/H4_Input_spt6-1004_rep1,True,True,False,False,False,True,True,,spt6-1004,"Δhis3,Δleu2,Δura3,Δlys2",,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,Input-spt6-1004-gene_mutation,gene_mutation,
SRX3944373,H3K4me3/H4_Input_spt16-197_rep2,True,True,False,False,False,True,True,,spt16-197,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,Input-spt16-197-gene_mutation,gene_mutation,
SRX3944372,H3K4me3/H4_Input_spt16-197_rep1,True,True,False,False,False,True,True,,spt16-197,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,Input-spt16-197-gene_mutation,gene_mutation,
SRX3944371,H3K4me3/H4_Input_WT_rep2,False,True,False,False,False,True,True,,,Δleu2,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-Δleu2-gene_deletion,gene_deletion,
SRX3944370,H3K4me3/H4_Input_WT_rep1,False,True,False,False,False,True,True,,,,,,,PRJNA450434,gpt-4o-mini,gpt-4o-2024-08-06,True,Input--gene_deletion,gene_deletion,
SRX7119855,H3K4me2_4h_r3,False,False,False,True,True,False,False,H3K4me2,,,,sporulation media,meiotic prophase (4h in SPO),PRJNA588479,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me2-sporulation media-stress_condition-meiotic_prophase_(4h_in_SPO),stress_condition,Input-sporulation media-stress_condition-meiotic_prophase_(4h_in_SPO)
SRX7119854,H3K4me2_2h_r3,False,False,False,True,True,False,False,H3K4me2,,,,sporulation media,premeiotic (2h in SPO),PRJNA588479,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me2-sporulation media-stress_condition-premeiotic_(2h_in_SPO),stress_condition,Input-sporulation media-stress_condition-premeiotic_(2h_in_SPO)
SRX7119853,H3K36me3_4h_r3,False,False,False,True,True,False,False,H3K36me3,,,,sporulation media,meiotic prophase (4h in SPO),PRJNA588479,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me3-sporulation media-stress_condition-meiotic_prophase_(4h_in_SPO),stress_condition,Input-sporulation media-stress_condition-meiotic_prophase_(4h_in_SPO)
SRX7119852,H3K36me3_2h_r3,False,False,False,True,True,False,False,H3K36me3,,,,sporulation media,premeiotic (2h in SPO),PRJNA588479,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me3-sporulation media-stress_condition-premeiotic_(2h_in_SPO),stress_condition,Input-sporulation media-stress_condition-premeiotic_(2h_in_SPO)
SRX7119849,H3K4me2_4h_r2,False,False,False,True,True,False,False,H3K4me2,,,,sporulation media,meiotic prophase (4h in SPO),PRJNA588479,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me2-sporulation media-stress_condition-meiotic_prophase_(4h_in_SPO),stress_condition,Input-sporulation media-stress_condition-meiotic_prophase_(4h_in_SPO)
SRX7119848,H3K4me2_2h_r2,False,False,False,True,True,False,False,H3K4me2,,,,sporulation media,premeiotic (2h in SPO),PRJNA588479,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me2-sporulation media-stress_condition-premeiotic_(2h_in_SPO),stress_condition,Input-sporulation media-stress_condition-premeiotic_(2h_in_SPO)
SRX7119847,H3K36me3_4h_r2,False,False,False,True,True,False,False,H3K36me3,,,,sporulation media,meiotic prophase (4h in SPO),PRJNA588479,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me3-sporulation media-stress_condition-meiotic_prophase_(4h_in_SPO),stress_condition,Input-sporulation media-stress_condition-meiotic_prophase_(4h_in_SPO)
SRX7119846,H3K36me3_2h_r2,False,False,False,True,True,False,False,H3K36me3,,,,sporulation media,SPO 2h,PRJNA588479,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me3-sporulation media-stress_condition-SPO_2h,stress_condition,None
SRX7119845,H3K4me2_4h_in_r1,False,False,False,True,True,False,False,H3K4me2,,,,sporulation media,4h,PRJNA588479,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me2-sporulation media-stress_condition-4h,stress_condition,None
SRX7119844,H3K4me2_4h_r1,False,False,False,True,True,False,False,H3K4me2,,,,sporulation media,meiotic prophase (4h in SPO),PRJNA588479,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me2-sporulation media-stress_condition-meiotic_prophase_(4h_in_SPO),stress_condition,Input-sporulation media-stress_condition-meiotic_prophase_(4h_in_SPO)
SRX7119843,H3K4me2_2h_in_r1,False,False,False,True,True,False,False,H3K4me2,,,,sporulation media,premeiotic (2h in SPO),PRJNA588479,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me2-sporulation media-stress_condition-premeiotic_(2h_in_SPO),stress_condition,Input-sporulation media-stress_condition-premeiotic_(2h_in_SPO)
SRX7119842,H3K4me2_2h_r1,False,False,False,True,True,False,False,H3K4me2,,,,sporulation media,premeiotic (2h in SPO),PRJNA588479,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me2-sporulation media-stress_condition-premeiotic_(2h_in_SPO),stress_condition,Input-sporulation media-stress_condition-premeiotic_(2h_in_SPO)
